0,1,TARGET
-16334.181929431736,-9886.247992316978,0.0
-5346.059446012299,6898.784816093748,0.0
-20566.359259021912,-7429.664296752872,0.0
-20445.097902313428,-6386.234859588844,1.0
54595.671328618075,6607.38406274957,1.0
-11427.949738496225,-7409.001481364825,0.0
21487.132566931414,-8180.1442997476115,1.0
-18121.738766027847,7160.155764998524,0.0
-14097.996216076317,-8888.810484585665,0.0
-7934.360870909959,2724.5350647595533,1.0
-18102.55552765906,-9219.727213531847,0.0
-6990.7243695328,-7382.697579367687,0.0
-19009.73583283955,376.8000877826271,0.0
-9948.577559497995,-9589.844953584736,1.0
20160.23021069069,-9466.50957268082,0.0
-20666.957057874508,-8583.721173072965,0.0
35477.25981554059,-10069.025524081737,0.0
-17785.555309390576,-3760.765930149387,1.0
-12661.16509923881,51555.86376743952,0.0
-16955.604332706316,-5699.751002805011,1.0
-20757.95229708308,-8806.118931938061,0.0
6473.691222541136,-345.173596638082,1.0
-6193.297801244182,7397.907295176696,1.0
-20540.85972966027,-7126.3890240329265,0.0
21032.68156407736,7503.794646594104,0.0
-13031.948108289427,-9037.413798626181,1.0
-15274.078100342022,18590.562961965297,0.0
-15924.60066716661,-6847.689147879091,0.0
-12728.220318577794,35097.15702256897,0.0
-18247.781343003946,-6249.283714832192,0.0
24704.642765447,-12958.098951925585,0.0
75941.23505923778,-17922.424184801188,0.0
-2734.506719217792,5229.879988857994,1.0
23762.62554189294,-13232.028673794177,1.0
-20026.35965413801,-4418.695112060316,0.0
64252.97627133824,13024.05665824799,1.0
26566.142168457915,-5261.63180500819,1.0
-13092.626723483436,-8254.241046856137,0.0
-12446.151569690142,-8918.633429880325,1.0
-14373.81034442047,12075.319323705151,0.0
-20820.172781528094,-9440.897908356255,0.0
4214.718385465367,-9002.286519709143,1.0
4622.5525306655545,-4117.533509902318,1.0
-19599.88801213273,-4057.579024921012,0.0
-13134.182892007113,-6414.319663129476,0.0
22257.71101071154,-8884.22821619597,0.0
-14181.884290255304,-4198.861767525448,1.0
-20851.924286617963,-9549.464683910017,0.0
-14873.443824882885,15531.388209414394,0.0
-12537.882810698482,-8896.092590855802,0.0
2091.7358868677766,-5711.1776714765565,0.0
5701.409790695965,-8968.018282625868,1.0
-12083.398210274438,-9890.462485328966,0.0
-12656.801395701037,-10612.277343108157,0.0
-20730.078322438927,-8606.495054889881,0.0
39925.29410920925,17301.768648046047,1.0
32187.43894870715,-3709.9729843623763,1.0
-3307.0214705978724,-822.1605092209302,0.0
41845.52099726682,19541.856115843802,1.0
-5958.76334769045,26811.458658889955,0.0
-10939.079903587512,17165.631029508455,1.0
-2570.5282341559396,-8504.02882805987,0.0
-7156.283963824324,13977.584182684985,0.0
-14972.387060448968,-7116.788231524708,1.0
31667.372104152262,153480.84026967257,1.0
163400.4789254826,7900.076044512696,0.0
-8408.015686956183,-10824.879715602483,1.0
-9551.026556606053,-9443.224893287046,0.0
-11756.900183039368,20768.67738170641,0.0
3869.569759300506,-6251.236384478974,0.0
1330.9103301007963,-6466.886700586576,0.0
-17946.37737742927,-417.95714657542703,0.0
3281.7088189797723,-6429.867753108786,0.0
32706.732870644573,19891.834442123043,1.0
87277.32800919787,5890.28436508754,1.0
-4387.555686218111,7514.147244364043,0.0
-13706.356458312044,-8044.738302799262,0.0
20696.952361053616,12676.482280621707,1.0
-6212.492634247732,43469.13724817838,0.0
-4184.572109686043,-8465.506787943565,1.0
-19639.399491692508,-7591.531207378967,0.0
-16953.919277605524,6341.6838804961135,0.0
-19803.343746679784,-9464.460116951406,0.0
-1915.381103830703,-9064.535529514054,0.0
18432.348987953224,69143.00354721937,0.0
-18201.75291263291,11088.436062564704,0.0
-14308.087526642721,-9927.595558718673,0.0
-17142.216493782806,-9731.062039294882,0.0
5770.954266524153,18313.077993294988,0.0
4845.3234473113225,13111.511385318156,0.0
-18173.165436483207,-9049.396923346645,0.0
-10692.291503152826,-2565.3061507047933,1.0
-17613.769683275033,-9044.351797767273,0.0
-16137.94641315466,27233.862325907925,0.0
22306.79159305451,-14874.751679785386,0.0
20975.01405034545,-3154.8877866537114,0.0
-15280.286097122724,-10159.186086424375,0.0
-5217.570980725432,-11306.44618499853,0.0
-16495.82710125912,-6210.407016429572,0.0
-19949.39172513093,-5136.217091365336,0.0
-19183.22936598675,-4586.461189869061,1.0
-20507.323861149573,-6858.046843892162,0.0
-17190.27472044626,18987.713877534014,0.0
195.66345939718667,6303.352616152426,0.0
-13474.577126857104,24622.188162884355,1.0
-9887.926005159894,7872.604371223859,0.0
-19363.728071816535,-2772.0066380422722,0.0
-1087.9888533852209,-6044.959090868496,0.0
-9784.012102597135,-9708.844010254845,0.0
24472.7726338865,1022.6292070628278,0.0
30576.02447526636,-7562.10325709742,0.0
-18811.94038942238,-4702.601789786358,1.0
-11904.382972734495,-8109.7232088493065,0.0
-20087.300371046927,-9454.013995306685,0.0
-18950.240532094347,-3384.844469511523,1.0
21598.253880003456,-11481.756198426345,1.0
59797.872713940786,-8505.313979373548,1.0
-20052.010668225703,-7482.285804728919,1.0
-16500.363062079072,-6519.192870649158,1.0
2644.2285617572743,4664.57983747541,0.0
-17451.320404145066,16994.512599867245,0.0
7270.511568546677,21905.609578317468,1.0
-5516.112960752249,-10802.011749406556,0.0
-12755.0379418241,14196.226160052518,0.0
-20116.727185032647,-4398.243169519405,0.0
-3424.766145216541,2050.2728122224707,1.0
-8514.972010268115,-3886.016199756571,0.0
-4780.214066836028,-8509.356012913475,0.0
-18671.518178532537,7446.975974378054,0.0
-20699.941690011205,-9414.271499360402,0.0
22231.51321748609,19262.98295722268,1.0
-3019.274926319962,1311.4644064530312,1.0
-14905.450460966402,-8133.462125162574,1.0
-19630.075627229526,-5827.653214785825,0.0
-18958.879407252785,-5762.630164918901,0.0
-19412.570917391597,-4545.892384268307,0.0
-11662.71911411024,8977.919895883946,1.0
-20357.89328894711,-6971.0618122975375,0.0
-19175.795917155232,-6190.347551464926,0.0
23032.778711170362,10184.378149995287,1.0
59313.38553424341,35076.88880670863,0.0
-17798.749664525418,-7065.422748341491,0.0
-19996.033044796815,-8965.797234511752,0.0
-17535.254396764634,-171.8406845606405,1.0
-19411.243473731407,-4535.823410406989,1.0
-19714.818574991255,-8337.17669803359,0.0
28950.956778621232,57014.237669274626,0.0
-6134.895049483455,-8189.628794131195,0.0
-11360.945362536637,-1626.9909343435065,1.0
