MB_TOTALES,FACTURACION_TOTAL_IMPUESTOS,FACTURACION_CUOTA,SEGUNDOS_LLAMADA_RED_PROPIA,SEGUNDOS_LLAMADA_ENTRANTE_RED_PROPIA,EDAD,DIAS_PRIMERA_CUENTA,NUM_CANCELACIONES,NUM_LINEAS_POSPAGO_TOTAL,TERMINO_FACTURACION,NUM_DIAS_ACTIVO,MINUTOS_LLAMADAS_MENSUALES,NUM_DIAS_BUNDLE,KPI_IMPUESTOS,PENETRACION_FIJO_ZONA,MES_MES,TARGET
1504.1876220703125,51.00399971008301,23.96999931335449,7688.0,71.0,30.0,1466.0,0.0,1.0,22.0,1466.0,376.51659989357,0.0,5.0340003967285165,0.1715393694149384,3.0,1
28627.353515625,32.12600106745959,26.45000076293945,1950.0,24.0,51.0,2004.0,0.0,1.0,0.0,2004.0,692.9334060028195,2.0,5.576000303030014,0.2121804266406122,7.0,0
45317.31640625,38.99800109863281,32.22999954223633,2374.0,7.0,28.0,1299.0,0.0,1.0,0.0,1299.0,966.2000230550766,1.0,6.768001556396484,0.1422695378659569,7.0,0
3606.152099609375,20.993999958038327,11.56999969482422,2164.0,12.0,33.0,1190.0,0.0,1.0,0.0,1190.0,0.0,1.0,3.6440000534057617,0.3801708744265268,2.0,0
2417.34423828125,18.116999812424183,16.520000457763672,45623.0,116.0,51.0,1869.0,1.0,3.0,2.0,1869.0,106.81659879162908,0.0,2.796999305486679,0.218685407193055,1.0,0
4013.013916015625,48.56999999284744,21.489999771118164,97058.0,497.0,39.0,3616.0,0.0,1.0,0.0,3616.0,1972.3000191524625,2.0,8.430000245571136,0.3550297627950106,6.0,0
16956.8984375,32.005001068115234,26.45000076293945,16087.0,52.0,24.0,611.0,5.0,6.0,0.0,113.0,463.1834059543908,806.0,5.55500030517578,0.3801708744265268,11.0,1
2023.1673583984373,31.798999786376957,23.96999931335449,44718.0,101.0,54.0,1793.0,2.0,1.0,0.0,1793.0,564.5501022338867,1.0,5.51900053024292,0.3801708744265268,12.0,1
5190.97265625,18.996999740600582,15.699999809265137,166.0,2.0,26.0,633.0,0.0,1.0,0.0,633.0,49.3332993388176,0.0,3.2969999313354488,0.2078327537148276,6.0,0
33198.5380859375,51.49800205230713,37.60000038146973,81536.0,198.0,58.0,295.0,4.0,5.0,0.0,290.0,1269.6999816894534,597.0,8.93800163269043,0.3550297627950106,11.0,1
10272.64404296875,84.88299942016602,37.19000053405762,46483.0,178.0,41.0,393.0,1.0,3.0,44.0,315.0,648.199903011322,612.0,2.4949989318847656,0.1560414929107589,10.0,1
2278.96337890625,26.00300025939941,21.489999771118164,7530.0,27.0,38.0,2086.0,0.0,1.0,0.0,2086.0,288.1000027656555,2.0,4.51300048828125,0.2646122213585417,8.0,0
1696.349609375,29.900999784469604,15.699999809265137,8257.0,113.0,35.0,1301.0,0.0,1.0,8.0,1301.0,97.34999907016754,0.0,3.800999879837036,0.2738349984325805,1.0,1
22284.95703125,63.5880012512207,26.45000076293945,3678.0,20.0,23.0,2396.0,0.0,1.0,22.0,2396.0,119.20010071992874,3.0,7.218000411987304,0.3801708744265268,8.0,0
122.98580169677734,15.290000349283217,9.0,19.0,0.0,50.0,2351.0,0.0,1.0,4.0,2351.0,0.4000000059604645,0.0,1.959400355815888,0.3801708744265268,5.0,0
3719.094970703125,11.513000138103962,10.659999847412108,24789.0,93.0,36.0,15.0,0.0,1.0,0.0,15.0,477.0334033966065,0.0,0.7530002892017363,0.1686388532017039,1.0,1
8624.8427734375,83.44600047171117,43.96999931335449,24571.0,199.0,40.0,1178.0,2.0,3.0,30.0,1178.0,712.8164935410024,1.0,9.276001155376433,0.2102858416448431,5.0,1
5617.08349609375,18.996999740600582,15.699999809265137,545.0,5.0,59.0,2254.0,3.0,3.0,0.0,2254.0,25.15000057220459,1.0,3.2969999313354488,0.0,2.0,0
4104.05078125,29.00399971008301,23.96999931335449,7257.0,40.0,52.0,2716.0,1.0,1.0,0.0,2716.0,111.4999988861382,557.0,5.0340003967285165,0.3550297627950106,1.0,0
6153.5498046875,19.729999721050262,15.699999809265137,42675.0,24.0,58.0,2804.0,0.0,1.0,0.0,2804.0,461.81669157743454,4.0,3.4239999055862427,0.218685407193055,5.0,0
6157.8427734375,41.3460010290146,26.45000076293945,5936.0,30.0,37.0,1336.0,0.0,1.0,7.0,1336.0,66.21659922599794,1.0,5.9610002636909485,0.1715393694149384,4.0,1
0.0,24.99899959564209,15.699999809265137,0.0,0.0,51.0,1008.0,0.0,1.0,0.0,1008.0,0.0,1.0,4.3389997482299805,0.1809169764560099,7.0,0
25641.10546875,15.99700164794922,26.45000076293945,2743.0,11.0,31.0,1337.0,0.0,1.0,0.0,0.0,50.43340030312538,1.0,2.7770004272460938,0.1809169764560099,6.0,0
1702.07763671875,15.00000023841858,9.920000076293944,8163.0,60.0,47.0,686.0,0.0,1.0,1.0,686.0,67.11659817770125,0.0,2.430000185966492,0.2380272652270137,9.0,0
6735.594055175781,58.49499988555908,23.549999713897705,22272.0,63.0,55.0,2405.0,0.0,2.0,30.0,3630.0,65.66649901866913,0.0,4.945000171661377,0.1422695378659569,11.0,0
3962.952758789063,67.68299920111896,33.05999946594239,26264.0,85.0,66.0,2404.0,1.0,3.0,12.0,2404.0,279.6000020503997,1.0,9.664699465036392,0.292565119889598,1.0,1
778.6942138671875,14.0,11.56999969482422,8741.0,32.0,63.0,1295.0,0.0,1.0,0.0,1295.0,52.81669998168945,1.0,2.430000305175781,0.3801708744265268,3.0,0
0.0,18.149999618530277,15.0,0.0,0.0,46.0,2486.0,3.0,2.0,0.0,2486.0,0.0,0.0,3.149999618530273,0.1431342318595514,2.0,0
957.58740234375,33.12600106745959,26.45000076293945,0.0,0.0,46.0,1901.0,0.0,1.0,1.0,1901.0,163.85000467300415,1.0,5.576000303030014,0.218685407193055,3.0,0
34346.8046875,48.37500095367432,26.45000076293945,56864.0,126.0,38.0,172.0,1.0,2.0,2.0,172.0,701.0000984668733,3210.0,8.048999786376951,0.1809169764560099,2.0,1
12551.3603515625,33.003999710083015,23.96999931335449,51867.0,60.0,33.0,3186.0,0.0,1.0,4.0,3186.0,523.3999884724617,2.0,5.0340003967285165,0.2380272652270137,1.0,1
10896.531982421877,57.098001465201385,36.76999950408936,16291.0,91.0,44.0,2332.0,0.0,5.0,12.0,2332.0,430.0166953802109,1.0,7.828001946210861,0.2646122213585417,10.0,0
36834.2607421875,54.00600266456604,39.67000198364258,58489.0,434.0,29.0,2211.0,2.0,3.0,0.0,2211.0,702.7833094000816,2.0,9.374000787734984,0.2862523540489642,9.0,1
37957.68505859375,69.18500107526779,52.9000015258789,10149.0,62.0,40.0,785.0,0.0,2.0,0.0,785.0,307.6332982555032,0.0,0.0,0.0,4.0,0
27766.22412109375,17.250001668930054,26.45000076293945,6438.0,52.0,53.0,1823.0,0.0,1.0,0.0,1823.0,90.68320113420486,2.0,2.993700414896012,0.1715393694149384,9.0,1
3350.660888671875,32.005001068115234,26.45000076293945,17989.0,51.0,32.0,302.0,0.0,1.0,0.0,302.0,1021.2334251403807,0.0,5.55500030517578,0.3550297627950106,7.0,0
25075.040885925293,83.61800452321766,60.74000310897827,10589.0,74.0,54.0,922.0,4.0,11.0,9.0,404.0,572.4498905837537,0.0,12.951501429080963,0.292565119889598,12.0,0
3155.67578125,34.320999637246125,15.699999809265137,5522.0,33.0,44.0,456.0,0.0,1.0,11.6599999666214,0.0,48.11669898033142,0.0,3.932999789714813,0.3550297627950106,7.0,1
168392.48712158206,46.36700105667114,38.00999927520753,31375.0,44.0,33.0,1312.0,0.0,1.0,0.0,160.0,463.0833885371685,0.0,8.047001779079437,0.3550297627950106,11.0,1
40714.73046875,32.005001068115234,26.45000076293945,180525.0,73.0,18.0,67.0,0.0,1.0,0.0,67.0,2436.866687245667,0.0,5.55500030517578,0.2180333278336908,3.0,0
329.7373046875,16.405000001192093,11.56999969482422,12506.0,91.0,51.0,2606.0,0.0,1.0,0.0,2606.0,117.08329737186432,1.0,2.847300350666046,0.3550297627950106,11.0,1
1543.867446899414,23.80099938809872,9.09000015258789,11194.0,22.0,33.0,1351.0,0.0,1.0,0.0,1351.0,247.68340158462524,0.0,4.130799233913422,0.2288102184025861,7.0,0
31225.19873046875,87.00100040435791,26.45000076293945,5168.0,36.0,34.0,494.0,0.0,1.0,25.0,494.0,58.64999973773956,1.0,10.76099967956543,0.2606656649820152,9.0,0
6408.76057434082,45.0,37.189999580383294,24099.0,69.0,61.0,510.0,0.0,2.0,0.0,510.0,352.38329792022705,0.0,7.810000419616699,0.167711765331066,4.0,0
5871.617736816406,64.52199940383434,27.269999504089355,21609.0,184.0,63.0,408.0,1.0,3.0,18.0,408.0,251.2167038396001,0.0,8.07369977235794,0.2296462364072871,8.0,0
9423.4462890625,126.27000045776369,47.11000061035156,1720.0,12.0,25.0,632.0,0.0,2.0,19.0,632.0,121.2665992975235,0.0,18.61819839477539,0.292565119889598,11.0,0
6155.969604492188,31.00100040435791,20.65999984741211,23539.0,83.0,55.0,379.0,0.0,1.0,0.0,379.0,301.79989933967585,0.0,5.381000518798828,0.299551179962357,2.0,0
36024.26344490052,45.49600219726562,37.60000038146973,49382.0,280.0,37.0,2664.0,0.0,1.0,0.0,560.0,522.8498998880385,2.0,7.8960018157958975,0.1865929866239736,10.0,1
29050.73046875,32.005001068115234,26.45000076293945,105284.0,112.0,39.0,272.0,0.0,0.0,0.0,272.0,1153.1333191394804,0.0,5.55500030517578,0.2646122213585417,6.0,1
19034.83984375,36.36599969863892,23.96999931335449,14163.0,31.0,53.0,3022.0,1.0,2.0,0.0,3022.0,209.61670172214508,146.0,6.312000274658202,0.3550297627950106,8.0,0
2394.150634765625,26.00300025939941,21.489999771118164,6894.0,39.0,45.0,289.0,0.0,1.0,0.0,289.0,186.25000143051147,0.0,4.51300048828125,0.2646122213585417,3.0,0
27328.19532775879,31.99400329589844,39.67000198364258,38381.0,104.0,36.0,1433.0,1.0,3.0,0.0,363.0,806.5499796867371,435.0,5.554000854492188,0.3801708744265268,7.0,1
54467.232421875,63.98100280761719,39.67000198364258,7783.0,112.0,45.0,2978.0,1.0,2.0,4.0,393.0,270.00000464916235,3.0,10.411001205444336,0.2296462364072871,4.0,0
3187.817138671875,28.996999740600582,15.699999809265137,16394.0,100.0,30.0,289.0,0.0,1.0,10.0,289.0,67.38330221176146,0.0,3.2969999313354488,0.218685407193055,7.0,1
2091.924560546875,22.00300025939941,20.65999984741211,953.0,11.0,56.0,509.0,0.0,1.0,0.0,509.0,40.74999976158142,0.0,1.343000411987305,0.1560414929107589,6.0,0
16268.53125,32.73100107908249,26.45000076293945,1847.0,18.0,28.0,2276.0,0.0,1.0,0.0,2276.0,129.4500018954277,3.0,5.681000292301178,0.2862523540489642,1.0,0
213.0366058349609,24.99900054931641,20.65999984741211,1028.0,9.0,40.0,500.0,1.0,3.0,0.0,500.0,72.2832976281643,4.0,4.339000701904297,0.1990157644507464,4.0,0
2898.154296875,26.79699964821339,15.699999809265137,18721.0,54.0,29.0,2298.0,0.0,1.0,0.0,2298.0,249.1166011691093,2.0,4.650300055742264,0.2102858416448431,2.0,0
83057.8173828125,31.99299955368042,26.43999981880188,28964.0,37.0,40.0,1964.0,0.0,1.0,0.0,1964.0,481.5999913215637,0.0,5.55299973487854,0.2646122213585417,11.0,0
20812.61785888672,35.00099968910217,23.96999931335449,0.0,0.0,38.0,1850.0,0.0,1.0,4.0,1850.0,613.8000149726868,2.0,5.381000399589539,0.2296462364072871,5.0,0
450.7886962890625,21.396999761462208,15.699999809265137,6537.0,24.0,38.0,359.0,0.0,1.0,1.0,359.0,140.26670125126842,0.0,3.5398999750614166,0.2296462364072871,1.0,0
303.68170166015625,14.0,11.56999969482422,3704.0,10.0,79.0,2479.0,0.0,1.0,0.0,2479.0,32.816600799560554,1.0,2.430000305175781,0.3550297627950106,9.0,0
31022.569286426533,88.19500106573106,53.0,22859.0,69.0,26.0,1479.0,0.0,2.0,23.0,1479.0,828.1668056249617,2.0,11.31500107049942,0.2915543273119439,9.0,0
25740.595703125,33.096001029014595,26.45000076293945,22597.0,78.0,34.0,1118.0,5.0,4.0,0.0,1118.0,1210.8667931556704,0.0,5.744000256061554,0.2180333278336908,6.0,0
839.1602172851561,37.00300025939941,21.489999771118164,2592.0,10.0,53.0,1411.0,0.0,1.0,11.0,1411.0,177.0333034992218,1.0,4.51300048828125,0.1994509005704007,2.0,0
8210.88003540039,71.44000175595285,49.97999858856201,9182.0,107.0,73.0,349.0,0.0,4.0,1.0,347.0,656.9499040096998,0.0,12.224603056907654,0.2879944482997919,4.0,1
911.057373046875,18.996999740600582,15.699999809265137,3147.0,19.0,56.0,845.0,0.0,1.0,0.0,845.0,64.8833988904953,0.0,3.2969999313354488,0.1431342318595514,4.0,0
37087.53125,73.99900436401366,52.8900032043457,0.0,0.0,37.0,1309.0,0.0,3.0,10.0,171.0,184.0166974067688,0.0,11.109001159667969,0.3679439941046425,4.0,0
216.36959838867188,29.339999713003635,23.96999931335449,43486.0,95.0,62.0,2599.0,1.0,2.0,0.0,2599.0,341.08330610394484,2.0,5.0920003950595865,0.1809169764560099,3.0,0
0.0,12.003000259399414,9.920000076293944,0.0,0.0,51.0,282.0,2.0,2.0,0.0,282.0,154.60000610351562,928.0,2.0830001831054688,0.2380272652270137,10.0,0
11671.005859375,58.00500106811523,26.45000076293945,40672.0,78.0,44.0,2607.0,1.0,2.0,26.0,2607.0,656.2165989726782,2.0,5.55500030517578,0.3801708744265268,8.0,0
118.94400024414062,7.25999984703958,0.0,5606.0,18.0,52.0,2850.0,1.0,2.0,0.0,2850.0,8.550000190734862,1.0,1.2606997750699522,0.3679439941046425,12.0,0
252.4647979736328,15.990999817848206,9.09000015258789,15731.0,27.0,35.0,2005.0,1.0,1.0,0.0,1185.0,163.5833978652954,2.0,2.774999499320984,0.2606656649820152,6.0,0
3871.52978515625,18.996999740600582,15.699999809265137,3897.0,48.0,28.0,1697.0,2.0,2.0,0.0,1697.0,30.36669969558716,6.0,3.2969999313354488,0.3801708744265268,1.0,0
4507.7607421875,18.996999740600582,15.699999809265137,336.0,4.0,39.0,2855.0,0.0,1.0,0.0,2855.0,21.38330066204071,2.0,3.2969999313354488,0.2915543273119439,3.0,0
5128.90576171875,29.11099977046252,15.699999809265137,1023.0,9.0,63.0,310.0,0.0,1.0,6.0,310.0,79.10010075569151,0.0,4.011000007390976,0.1271108381946576,7.0,1
125879.20361328124,72.96100282669067,39.67000198364258,40316.0,54.0,30.0,457.0,0.0,4.0,20.82999992370605,524.0,591.9499951153994,1.0,9.049000978469849,0.3801708744265268,5.0,0
28777.33984375,32.005001068115234,26.45000076293945,0.0,0.0,52.0,1900.0,0.0,1.0,0.0,1900.0,579.1335091590881,2.0,5.55500030517578,0.1994509005704007,8.0,0
18418.353515625,35.00599956512451,23.96999931335449,18864.0,125.0,41.0,3199.0,1.0,2.0,0.0,3199.0,157.83330291509628,3.0,6.076000213623048,0.3550297627950106,7.0,0
34821.67431640625,70.02599988877772,64.44999885559082,2964.0,34.0,40.0,52.0,0.0,2.0,0.0,40.0,921.5666101016104,0.0,4.582001030445098,0.1686388532017039,8.0,1
18678.7578125,82.20800209045409,52.9000015258789,8659.0,78.0,39.0,1575.0,0.0,2.0,31.0,1575.0,290.23319530487066,2.0,8.88800048828125,0.2915543273119439,5.0,0
6915.127323150634,42.80800021439791,26.46000003814697,615.0,15.0,34.0,1426.0,3.0,2.0,10.0,694.0,13.266800105571749,194.0,5.694000154733657,0.2862523540489642,2.0,0
5989.64892578125,32.247001066803925,26.45000076293945,19155.0,105.0,65.0,1330.0,1.0,1.0,0.0,1330.0,420.9333941936493,1.0,5.597000300884247,0.0,5.0,0
1240.3076171875,9.449999518692492,7.710000395774841,10997.0,64.0,44.0,24.0,0.0,0.0,0.0,24.0,99.23330092430116,0.0,1.639999121427536,0.0,11.0,0
16247.7099609375,45.00500106811523,26.45000076293945,43611.0,79.0,23.0,1122.0,0.0,1.0,13.0,1122.0,514.4000023491681,2.0,5.55500030517578,0.1715393694149384,1.0,0
8508.653747558596,51.245001047849655,38.02000045776367,50754.0,115.0,61.0,1284.0,0.0,3.0,11.0,1284.0,703.8498846068977,0.0,6.9850005358457565,0.3801708744265268,6.0,0
5058.71044921875,45.77699947357178,15.699999809265137,1406.0,1.0,34.0,82.0,5.0,1.0,5.0,82.0,34.499999590218074,343.0,7.0769996643066415,0.2914403248773798,3.0,1
2566.38330078125,29.95499992370605,15.699999809265137,8692.0,61.0,41.0,1130.0,0.0,1.0,5.0,1130.0,59.083299160003655,0.0,4.331000328063965,0.2380272652270137,8.0,0
207.19070434570312,16.198999598622322,9.09000015258789,748.0,4.0,60.0,2839.0,1.0,2.0,5.0,2839.0,10.283300399780272,0.0,1.943699449300766,0.2646122213585417,1.0,0
6354.512619018554,18.996999740600582,15.699999809265137,1102.0,12.0,20.0,790.0,0.0,1.0,0.0,0.0,68.78330117464066,2.0,3.2969999313354488,0.2915543273119439,9.0,1
3477.5684814453125,39.99100017547608,33.049999237060554,42352.0,108.0,56.0,807.0,0.0,3.0,0.0,712.0,188.6001987606287,0.0,6.941000938415527,0.3801708744265268,11.0,1
11291.011962890623,86.24100436270237,52.8900032043457,79857.0,330.0,26.0,1829.0,2.0,5.0,22.0,343.0,1047.5998839735985,1.0,11.151001155376434,0.2380272652270137,5.0,1
2140.790283203125,10.10700000077486,9.390000343322754,527.0,17.0,47.0,10.0,1.0,1.0,0.0,10.0,49.51669973134994,2045.0,0.6169996559619904,0.1560414929107589,8.0,1
3553.031005859375,18.996999740600582,15.699999809265137,3930.0,11.0,26.0,328.0,0.0,1.0,0.0,328.0,72.4667000025511,1.0,3.2969999313354488,0.1715393694149384,6.0,1
17082.318908691406,88.24900187551974,68.60000038146973,21496.0,117.0,60.0,731.0,1.0,3.0,5.0,188.0,394.750097155571,0.0,14.449001491069795,0.0,5.0,0
26762.66271972656,42.167000770568855,26.45000076293945,0.0,0.0,23.0,1082.0,0.0,1.0,4.1599998474121085,1082.0,23.116700768470764,1.0,6.5970001220703125,0.206394084384515,1.0,0
34777.36279296875,25.179999828338623,20.809999942779537,23895.0,89.0,70.0,1304.0,0.0,1.0,0.0,1304.0,379.1834067292512,4.0,4.369999885559082,0.3679439941046425,2.0,1
699.3953247070312,26.124000258743767,21.489999771118164,15367.0,25.0,42.0,253.0,0.0,1.0,0.0,253.0,341.1831972599029,0.0,4.534000486135484,0.2288102184025861,1.0,0
12558.587890625,38.36800106614828,26.45000076293945,205.0,2.0,55.0,442.0,0.0,1.0,6.0,442.0,63.89999943971634,0.0,5.6180002987384805,0.3679439941046425,2.0,0
24582.51953125,60.22300039976835,26.45000076293945,5012.0,18.0,33.0,1000.0,0.0,1.0,24.0,1000.0,196.91660302877423,2.0,2.210500057786703,0.1686388532017039,7.0,0
5214.52001953125,29.11799973994493,15.699999809265137,76.0,8.0,23.0,2369.0,1.0,1.0,10.0,2369.0,0.050000000745058,1.0,3.3179999291896816,0.1271108381946576,12.0,0
13729.161499023438,53.19099974632263,35.94000124931335,15810.0,88.0,26.0,2085.0,2.0,3.0,0.0,22.0,339.9502089619636,1.0,3.47899866104126,0.1560414929107589,1.0,1
7182.556640625,51.463000267744064,21.489999771118164,11515.0,89.0,30.0,704.0,1.0,1.0,25.0,704.0,229.29989755153656,0.0,4.593000501394271,0.0,8.0,0
3077.864990234375,31.95300006866455,16.489999294281006,15808.0,26.0,46.0,1492.0,2.0,2.0,12.0,1492.0,234.7500958442688,73.0,3.463000774383545,0.3801708744265268,1.0,0
17132.359375,40.00500106811523,26.45000076293945,0.0,0.0,38.0,637.0,1.0,1.0,8.0,637.0,232.5498964190483,0.0,5.55500030517578,0.0,5.0,0
157.24789428710938,16.598999619483948,9.09000015258789,134.0,2.0,75.0,1464.0,0.0,1.0,4.0,1464.0,1.916700005531311,0.0,2.1865994930267334,0.1809169764560099,2.0,0
34054.083251953125,50.300999730825424,41.26999855041504,39070.0,121.0,18.0,880.0,0.0,3.0,0.0,0.0,474.9333055466414,2.0,8.731001168489456,0.2862523540489642,5.0,1
13054.3720703125,59.233999714255326,23.96999931335449,16309.0,109.0,33.0,2759.0,4.0,6.0,30.0,2759.0,144.18319779634476,3.0,5.0740004032850266,0.3801708744265268,5.0,1
2161.22900390625,14.0,11.56999969482422,5718.0,40.0,24.0,1124.0,0.0,2.0,0.0,1124.0,67.85009956359863,1.0,2.430000305175781,0.1422695378659569,4.0,1
3839.223245898495,39.84100210666657,28.999999046325684,736.0,0.0,51.0,171.0,0.0,2.0,0.0,166.0,195.3000955581665,0.0,6.91420304775238,0.1990157644507464,2.0,0
3994.732666015625,28.49499988555908,23.549999713897705,1395.0,11.0,42.0,809.0,0.0,1.0,0.0,809.0,121.15000038221476,0.0,4.945000171661377,0.2997218358831711,11.0,0
5147.599609375,18.996999740600582,15.699999809265137,792.0,8.0,24.0,1181.0,0.0,1.0,0.0,1181.0,9.666699685156344,0.0,3.2969999313354488,0.3550297627950106,7.0,0
19537.3681640625,42.76000109314919,39.67000198364258,6758.0,10.0,80.0,53.0,0.0,4.0,0.0,48.0,176.08340140432117,0.0,2.6099990904331207,0.1686388532017039,6.0,1
2618.15625,24.99899959564209,15.699999809265137,162.0,9.0,46.0,746.0,0.0,1.0,0.0,746.0,12.100000202655792,0.0,4.3389997482299805,0.1995801994052825,1.0,0
3539.998779296875,36.00300025939941,21.489999771118164,1235.0,27.0,22.0,409.0,0.0,1.0,10.0,409.0,14.3333999812603,0.0,4.51300048828125,0.1812607309296051,11.0,0
25161.826171875,42.137001037597656,26.45000076293945,41019.0,184.0,30.0,2257.0,2.0,2.0,0.0,2321.0,535.9667906761171,1.0,7.3132004737854,0.1715393694149384,11.0,1
54447.798828125,89.98500442504883,52.8900032043457,73839.0,309.0,49.0,263.0,0.0,3.0,18.0,261.0,851.1664920747279,0.0,12.495001316070557,0.2296462364072871,11.0,0
2847.528686523437,43.849999517202384,35.939999580383294,2711.0,13.0,24.0,527.0,1.0,2.0,0.0,522.0,127.76660072803496,2.0,7.609999924898148,0.3801708744265268,2.0,0
702.5441131591797,20.993999958038327,17.34999942779541,776.0,6.0,50.0,2798.0,0.0,3.0,0.0,2798.0,48.76669996976853,2.0,3.64400053024292,0.1431342318595514,5.0,0
